"Speed_(mph)"	"MPG"
79.3730491120836	36.1878358220429
1.08028844640423	13.3903429206183
111.317162244405	20.5908822528821
54.2635287424193	39.2721210028973
106.904475491093	27.972952264747
13.9405217380808	26.0544429536115
101.998620951339	27.987478161429
42.8110848179818	40.8655798185064
0.204697909119047	12.9988159908671
32.9278019882817	34.284598505051
117.133726975879	17.3764780168826
66.0282348623796	36.0981403607923
0.123794544443462	12.7299211023975
15.9702034969257	27.336996853049
46.786361192416	35.5794407033701
60.262606573783	39.5588495849539
107.510967667597	23.9504370481262
69.725769433615	36.5176483326025
48.47016227922	36.312583730804
50.9086861301929	34.9464589728613
119.796894486338	13.911389467815
71.814927528474	38.1528973750792
108.055039809549	25.2036125288171
94.7047826092864	29.9511429604197
59.7058697065319	35.3206592261487
54.3412132966177	35.2248500627615
103.407905381805	27.8573356738716
119.759407871121	13.5454585490455
108.693056775465	20.1088372492336
12.2246693818799	25.8346281151388
12.4874463431269	24.6702356795663
2.73270215096665	14.5635403375525
25.5453990011639	35.8893636116531
110.449334305404	21.743658372141
10.632903266659	22.7217667329182
115.958656747356	17.620028332907
44.3037303440279	37.2107617231617
50.6322667374983	38.8367514417603
108.558913715047	23.4569747513945
1.74557638514832	14.4346135909477
24.1162792486206	31.8642521855826
102.056999899934	30.5876282325627
3.01408463835272	14.6265758195762
3.70549145306767	16.3368537653209
24.2612956274552	28.4355688801553
11.0088976164948	21.5527308895476
0.39810992854424	14.020281918264
1.09591149407963	13.4294682183089
119.647418876366	13.5394852197631
69.6926495609529	35.1172023365452
109.57839100479	20.7571072596484
32.4114965063164	32.2077228597318
74.5871768784344	38.8586957281445
119.961650166624	12.8042388899295
37.7359655340779	40.7141555378133
5.47907571067175e-05	13.1211110393941
37.4271047311315	34.0978017110176
109.577200055173	24.4301756948598
3.48254196211549e-05	14.3558973651457
119.559230835216	15.1521803172572
0.0911434624081723	12.7192316210332
68.0993563130028	41.0360777407157
81.9347933303207	38.3180060664341
98.252797302335	27.7277951935303
61.1551530242011	34.3761524459486
5.23171863825089	15.1165746757526
119.999919309268	11.9049771372587
20.9656699072959	28.5490869945418
110.194057647508	21.5071450261588
119.247798491561	12.7919216240903
114.058483140423	16.6959522502589
11.7187489553856	21.3962874113345
118.290697361662	15.2336013702427
27.6459335193303	33.730396627697
99.2193763405727	33.0626215550365
119.999843372758	12.9081114298445
102.073994505346	32.6686404131981
9.73017007471846	22.44878933739
95.710869442567	33.0791151668329
96.2462794569898	34.9123575221675
4.96740839688244	18.2501139203278
30.8816756758686	35.8323329106165
37.9296587582406	39.3738591696964
111.894153109848	20.1229380645595
78.7825667602831	39.4378794311125
10.2103784655279	20.7009246515621
0.138138715519599	11.8620876839537
31.884994346554	37.7874902909426
92.4515819038005	31.434285961103
23.0476414790831	33.565377798551
96.6214944626414	32.9931951236634
5.78731433896048	18.7651899577065
2.14360299834493	16.2227004404217
96.7678203910123	31.1886841473321
103.162367902648	29.0238716096579
96.1542861940475	26.9540703549645
0.114669564381283	13.1672759727288
119.882069697068	13.5026159215011
0.439801149928502	14.2833341592132
119.871953919171	12.5220839577254
63.1736621810807	36.0202531387327
68.359255454358	41.347838777967
117.68216974418	15.355383307783
59.1331465909147	39.8959429880971
0.0158526163444477	14.3113918854365
119.91709831128	13.1285144184057
93.5574240613398	36.5891241589056
65.6005705367116	35.7781605759848
119.892453636951	12.8651162581895
0.542872064725905	13.5694879637172
103.350851377683	26.1101199323329
57.5250444312415	32.1382419054354
11.4432889531929	22.3952867605884
119.746503581852	13.7338431618816
103.65133248151	28.9710060252999
23.3345096415172	32.2183743999226
89.900152811014	34.4062335177289
119.673755362119	13.0430942072789
0.587814441723041	12.6950704348907
98.3593931176992	32.1643652685116
84.7045055513463	34.3883464112838
17.6099412383574	27.6162492827067
105.649639627419	26.8930926163338
105.98705377999	23.5416436001722
40.3342273281656	35.1460020206799
119.999716055971	13.4144783084576
119.998005478013	11.8480415866658
8.98249747523238	24.0680181391615
119.991362201792	11.6019570502786
0.000216780245988643	14.2303690197006
24.4879234983313	34.7191732748586
117.858703458994	15.4029285936815
41.0402418352257	36.6049585199407
98.80778182048	29.8872875501846
119.999986113938	12.4775827062417
4.16249170715099	19.0851856292637
1.95472232412374	17.1949418685349
117.866603728754	16.025651211634
32.994445742836	35.5546973382104
67.7415156110696	37.5073603401714
118.419647660484	13.9699674534833
20.2426410353239	32.2223547176471
111.177722629021	19.4225597087328
7.66840851026095	18.3519850655719
116.516606453413	16.8645899156911
16.1752096136004	24.447685679962
75.3668610940989	41.5110995468011
112.901084660276	17.8554959751675
109.07816269245	22.0029140824078
0.126963087219257	13.9631457457556
46.2229468947151	39.8875699991884
119.996308470723	12.7377365320186
